age,monthly_income,loan_amount,loan_tenure_months,existing_emis,credit_score,dependents,work_experience_years,emi_to_income_ratio,loan_to_income_ratio,employment_type,employer_type,loan_type,city_tier,residential_status,payment_history,marital_status,gender,eligible
23,25000,1963617,60,0,719,0,0,1.3091,6.5454,Self Employed,NGO,Business Loan,Metro,Company Provided,Minor Delay,Single,Female,0
41,15000,2361354,180,0,632,3,9,0.8746,13.1186,Salaried,Private Indian,Personal Loan,Metro,Parental,Clean,Divorced,Male,0
46,40000,192298,180,2000,799,0,6,0.0767,0.4006,Salaried,Private Indian,Personal Loan,Tier 2,Rented,Clean,Divorced,Male,1
56,150000,697396,240,2000,683,4,11,0.0327,0.3874,Salaried,Government,Home Loan,Tier 1,Owned,Minor Delay,Married,Female,1
62,60000,2943630,36,0,620,1,5,1.3628,4.0884,Student,NGO,Vehicle Loan,Tier 3,Owned,Clean,Widowed,Female,0
57,90000,2393179,36,0,710,1,16,0.7386,2.2159,Business Owner,Public Sector,Personal Loan,Tier 1,Rented,Clean,Married,Male,1
42,60000,1994353,240,2000,727,3,5,0.1718,2.7699,Student,Private Indian,Personal Loan,Metro,Rented,Clean,Divorced,Female,1
62,15000,87117,120,10000,731,3,8,0.7151,0.484,Salaried,Private MNC,Personal Loan,Tier 1,Company Provided,Major Delay,Single,Female,0
32,25000,2075558,48,20000,777,3,3,2.5296,6.9185,Salaried,Government,Vehicle Loan,Tier 1,Owned,Clean,Single,Female,0
62,25000,238349,12,0,669,1,8,0.7945,0.7945,Salaried,Government,Business Loan,Metro,Owned,Clean,Widowed,Male,0
33,15000,591661,120,5000,694,4,9,0.662,3.287,Salaried,Not Applicable,Home Loan,Metro,Company Provided,Minor Delay,Married,Female,0
31,40000,95452,84,0,632,1,5,0.0284,0.1989,Retired,Government,Vehicle Loan,Metro,Company Provided,Major Delay,Divorced,Male,1
36,150000,1105230,36,2000,718,3,11,0.218,0.614,Self Employed,Government,Home Loan,Tier 1,Rented,Clean,Single,Male,1
28,60000,998784,60,20000,631,2,5,0.6108,1.3872,Self Employed,NGO,Education Loan,Metro,Parental,Clean,Married,Female,0
60,25000,1285789,36,2000,652,4,13,1.5087,4.286,Self Employed,NGO,Home Loan,Metro,Rented,Clean,Single,Male,0
60,8000,2270471,180,2000,778,1,1,1.8267,23.6507,Retired,Private Indian,Personal Loan,Tier 2,Company Provided,Clean,Divorced,Male,0
22,25000,942078,60,0,710,2,7,0.6281,3.1403,Salaried,Startup,Vehicle Loan,Metro,Parental,Clean,Married,Female,1
50,40000,269015,84,35000,813,4,21,0.9551,0.5604,Student,Not Applicable,Vehicle Loan,Tier 2,Company Provided,Minor Delay,Divorced,Male,0
50,25000,1911591,24,2000,794,1,0,3.266,6.372,Business Owner,Private MNC,Business Loan,Tier 1,Owned,Minor Delay,Widowed,Male,0
32,15000,1871969,180,5000,717,3,12,1.0267,10.3998,Retired,Startup,Education Loan,Tier 2,Company Provided,Clean,Divorced,Male,0
30,25000,1717106,240,2000,728,1,9,0.3662,5.7237,Self Employed,Startup,Business Loan,Metro,Parental,Clean,Divorced,Male,1
64,25000,973864,36,0,680,4,6,1.0821,3.2462,Salaried,Private Indian,Business Loan,Tier 3,Parental,Clean,Married,Male,0
31,90000,628256,84,10000,783,3,13,0.1942,0.5817,Self Employed,Government,Education Loan,Metro,Owned,Minor Delay,Divorced,Male,1
35,15000,709103,84,0,729,0,10,0.5628,3.9395,Salaried,Government,Personal Loan,Metro,Owned,Serious Default,Divorced,Male,0
36,8000,1498951,24,5000,772,2,6,5.0,15.6141,Retired,Private Indian,Vehicle Loan,Tier 2,Parental,Minor Delay,Married,Female,0
37,8000,2310375,180,5000,648,3,4,2.2294,24.0664,Business Owner,Private Indian,Home Loan,Tier 3,Rented,Minor Delay,Single,Female,0
46,25000,2278742,60,0,591,3,5,1.5192,7.5958,Salaried,NGO,Education Loan,Tier 1,Company Provided,Clean,Married,Other,0
22,40000,2425948,180,0,740,4,6,0.3369,5.0541,Salaried,Public Sector,Business Loan,Tier 1,Rented,Clean,Single,Female,1
32,60000,1570253,180,5000,756,4,7,0.2287,2.1809,Student,Government,Home Loan,Tier 1,Owned,Clean,Single,Female,1
46,40000,1735978,36,2000,706,2,4,1.2555,3.6166,Retired,Private MNC,Education Loan,Metro,Company Provided,Clean,Married,Male,0
43,40000,295615,60,0,746,4,8,0.1232,0.6159,Freelancer,Public Sector,Education Loan,Tier 2,Company Provided,Clean,Single,Male,1
38,25000,825492,120,0,631,3,4,0.2752,2.7516,Salaried,Startup,Personal Loan,Tier 3,Owned,Clean,Widowed,Male,1
52,40000,1038515,60,10000,775,2,8,0.6827,2.1636,Retired,Not Applicable,Personal Loan,Tier 1,Rented,Clean,Married,Female,1
58,8000,1463209,84,20000,793,2,17,4.6774,15.2418,Salaried,NGO,Vehicle Loan,Metro,Rented,Minor Delay,Widowed,Female,0
23,25000,284537,24,10000,781,1,12,0.8742,0.9485,Salaried,NGO,Vehicle Loan,Tier 1,Owned,Clean,Married,Female,1
58,60000,1271996,180,2000,709,3,7,0.1511,1.7667,Salaried,Government,Home Loan,Tier 3,Rented,Minor Delay,Divorced,Female,1
23,60000,2877934,60,5000,794,3,2,0.8828,3.9971,Student,Private Indian,Vehicle Loan,Tier 2,Parental,Clean,Single,Female,0
50,60000,126757,84,0,608,4,8,0.0252,0.1761,Self Employed,Private Indian,Education Loan,Metro,Owned,Clean,Widowed,Male,1
21,15000,1647259,12,0,745,3,16,5.0,9.1514,Salaried,Not Applicable,Education Loan,Tier 1,Parental,Major Delay,Widowed,Female,0
50,25000,183407,24,10000,757,4,2,0.7057,0.6114,Business Owner,Private Indian,Education Loan,Metro,Parental,Minor Delay,Divorced,Female,0
52,150000,1724842,48,10000,740,3,0,0.3062,0.9582,Freelancer,Government,Education Loan,Metro,Parental,Clean,Single,Male,1
48,15000,1561904,240,10000,624,1,9,1.1005,8.6772,Self Employed,NGO,Personal Loan,Tier 3,Company Provided,Clean,Married,Female,0
41,15000,2391500,84,2000,718,3,15,2.0313,13.2861,Retired,Private MNC,Education Loan,Tier 2,Parental,Serious Default,Married,Male,0
33,15000,705860,180,20000,679,1,14,1.5948,3.9214,Self Employed,Private Indian,Education Loan,Tier 3,Rented,Clean,Married,Male,0
47,25000,1747405,24,20000,543,3,16,3.7123,5.8247,Salaried,NGO,Education Loan,Tier 2,Owned,Clean,Married,Male,0
56,15000,418742,60,2000,605,3,1,0.5986,2.3263,Unemployed,Government,Business Loan,Tier 1,Rented,Clean,Widowed,Male,0
27,40000,2359480,12,0,792,0,6,4.9156,4.9156,Salaried,Startup,Home Loan,Tier 1,Parental,Clean,Single,Male,1
42,40000,448759,48,2000,668,3,9,0.2837,0.9349,Retired,Public Sector,Home Loan,Metro,Parental,Clean,Divorced,Male,1
30,90000,757597,12,0,784,1,0,0.7015,0.7015,Self Employed,Government,Education Loan,Tier 1,Parental,Clean,Divorced,Male,1
59,8000,1456891,240,20000,791,2,7,3.2588,15.1759,Freelancer,Government,Education Loan,Metro,Parental,Serious Default,Divorced,Male,0
35,25000,1743287,24,2000,743,1,5,2.9855,5.811,Student,NGO,Home Loan,Tier 1,Owned,Clean,Single,Female,0
35,40000,795076,120,5000,650,3,6,0.2906,1.6564,Salaried,Private Indian,Vehicle Loan,Tier 2,Owned,Minor Delay,Widowed,Female,1
24,40000,580901,36,5000,775,4,9,0.5284,1.2102,Self Employed,Not Applicable,Business Loan,Metro,Company Provided,Major Delay,Single,Female,0
52,40000,946465,24,5000,717,0,6,1.1109,1.9718,Unemployed,Public Sector,Business Loan,Tier 3,Owned,Minor Delay,Single,Female,0
43,60000,1296511,48,0,703,4,2,0.4502,1.8007,Salaried,Public Sector,Vehicle Loan,Tier 2,Parental,Clean,Single,Female,1
26,8000,912634,120,35000,627,0,11,5.0,9.5066,Salaried,Private Indian,Education Loan,Metro,Company Provided,Clean,Divorced,Female,0
44,60000,2042335,120,0,659,0,2,0.2837,2.8366,Business Owner,Private MNC,Home Loan,Metro,Parental,Major Delay,Widowed,Male,1
40,40000,1620925,240,10000,628,4,7,0.4188,3.3769,Salaried,Government,Business Loan,Metro,Company Provided,Serious Default,Widowed,Male,0
57,15000,135666,36,10000,776,3,3,0.9179,0.7537,Salaried,Private Indian,Vehicle Loan,Tier 3,Owned,Clean,Single,Female,0
40,90000,2693508,120,0,822,1,11,0.2494,2.494,Student,Not Applicable,Vehicle Loan,Metro,Owned,Clean,Widowed,Male,1
32,40000,885489,84,20000,773,4,0,0.7635,1.8448,Business Owner,NGO,Personal Loan,Metro,Owned,Serious Default,Widowed,Male,0
53,15000,855378,120,2000,715,2,7,0.6085,4.7521,Retired,Private MNC,Vehicle Loan,Metro,Company Provided,Major Delay,Widowed,Female,0
48,8000,2823059,120,5000,675,0,9,3.5657,29.4069,Retired,Private Indian,Personal Loan,Metro,Rented,Clean,Married,Female,0
28,15000,659525,60,5000,738,1,9,1.0661,3.664,Salaried,Startup,Personal Loan,Tier 2,Parental,Serious Default,Divorced,Female,0
21,40000,317913,240,5000,666,2,13,0.1581,0.6623,Student,Private MNC,Business Loan,Metro,Owned,Clean,Widowed,Female,1
57,15000,1177775,120,0,697,1,12,0.6543,6.5432,Retired,Not Applicable,Education Loan,Metro,Owned,Clean,Divorced,Male,0
42,15000,2381083,120,10000,634,3,10,1.9895,13.2282,Salaried,NGO,Education Loan,Tier 3,Parental,Minor Delay,Married,Female,0
26,8000,216234,36,5000,752,2,0,1.3758,2.2524,Student,Private MNC,Vehicle Loan,Tier 2,Rented,Clean,Single,Female,0
41,60000,2628756,12,0,756,4,10,3.651,3.651,Self Employed,Public Sector,Home Loan,Metro,Parental,Clean,Single,Female,1
52,60000,2102004,60,10000,772,1,14,0.7506,2.9194,Student,Government,Home Loan,Tier 1,Owned,Major Delay,Single,Female,0
55,60000,2180586,180,10000,744,4,4,0.3686,3.0286,Unemployed,Private Indian,Personal Loan,Metro,Owned,Clean,Divorced,Female,1
35,15000,858534,60,5000,739,4,13,1.2873,4.7696,Salaried,Not Applicable,Vehicle Loan,Tier 3,Rented,Clean,Widowed,Male,0
25,90000,1120112,36,0,616,1,12,0.3457,1.0371,Self Employed,Not Applicable,Vehicle Loan,Tier 1,Company Provided,Minor Delay,Married,Female,1
26,40000,2870282,240,2000,613,1,4,0.349,5.9798,Salaried,NGO,Education Loan,Metro,Rented,Clean,Widowed,Female,1
45,90000,1203215,24,0,726,0,5,0.557,1.1141,Self Employed,NGO,Home Loan,Tier 2,Parental,Clean,Divorced,Male,1
60,25000,493604,36,2000,788,0,3,0.6284,1.6453,Salaried,Private Indian,Business Loan,Metro,Owned,Clean,Single,Male,1
49,25000,2702587,48,20000,678,2,13,3.0522,9.0086,Student,Government,Vehicle Loan,Tier 1,Rented,Minor Delay,Married,Female,0
27,60000,1253307,12,0,700,2,4,1.7407,1.7407,Freelancer,NGO,Vehicle Loan,Tier 3,Owned,Clean,Widowed,Male,0
60,15000,1863743,48,0,701,2,4,2.5885,10.3541,Unemployed,NGO,Education Loan,Metro,Company Provided,Clean,Widowed,Male,0
33,40000,2251815,48,10000,552,0,6,1.4228,4.6913,Self Employed,Government,Business Loan,Tier 1,Rented,Clean,Single,Female,0
58,60000,1997188,240,0,719,4,2,0.1387,2.7739,Salaried,NGO,Business Loan,Metro,Rented,Serious Default,Widowed,Male,1
38,60000,73088,180,0,656,3,10,0.0068,0.1015,Self Employed,NGO,Business Loan,Tier 2,Owned,Major Delay,Widowed,Male,1
22,150000,1167040,24,5000,748,3,6,0.3575,0.6484,Salaried,NGO,Business Loan,Metro,Company Provided,Major Delay,Single,Female,1
28,40000,2139585,120,10000,697,1,13,0.6957,4.4575,Salaried,Public Sector,Home Loan,Metro,Owned,Minor Delay,Divorced,Female,0
31,15000,1990929,84,10000,685,0,12,2.2468,11.0607,Business Owner,Government,Personal Loan,Tier 2,Parental,Minor Delay,Divorced,Female,0
53,8000,896430,120,10000,687,1,16,2.1838,9.3378,Retired,Startup,Business Loan,Metro,Parental,Clean,Married,Female,0
58,40000,1925390,48,2000,673,3,0,1.0528,4.0112,Freelancer,Public Sector,Personal Loan,Tier 2,Company Provided,Clean,Widowed,Female,0
47,40000,2298323,60,20000,591,1,1,1.4576,4.7882,Salaried,Private MNC,Personal Loan,Tier 2,Parental,Clean,Divorced,Male,0
40,25000,1845216,84,0,776,0,8,0.8787,6.1507,Unemployed,Government,Education Loan,Metro,Owned,Clean,Single,Female,0
32,15000,1136315,240,2000,649,0,8,0.449,6.3129,Salaried,Private MNC,Business Loan,Metro,Rented,Clean,Divorced,Male,0
63,40000,1238037,24,2000,662,0,6,1.3396,2.5792,Salaried,Public Sector,Home Loan,Tier 2,Parental,Clean,Widowed,Female,0
51,60000,67352,240,0,706,3,16,0.0047,0.0935,Student,NGO,Education Loan,Tier 2,Company Provided,Clean,Married,Male,1
47,150000,176788,12,2000,610,0,5,0.1115,0.0982,Salaried,Startup,Education Loan,Tier 2,Company Provided,Clean,Married,Female,1
52,60000,464364,48,5000,660,2,10,0.2446,0.645,Salaried,Not Applicable,Personal Loan,Tier 2,Owned,Clean,Divorced,Female,1
30,60000,2739480,60,5000,853,2,9,0.8443,3.8048,Self Employed,Startup,Vehicle Loan,Tier 1,Parental,Clean,Single,Male,1
23,40000,2072875,240,2000,726,0,4,0.2659,4.3185,Salaried,Government,Home Loan,Metro,Parental,Clean,Single,Male,1
47,150000,1026124,84,10000,631,2,10,0.1481,0.5701,Salaried,Startup,Business Loan,Tier 1,Parental,Major Delay,Widowed,Male,1
55,40000,2597482,48,10000,533,0,7,1.6029,5.4114,Business Owner,NGO,Business Loan,Tier 1,Company Provided,Major Delay,Divorced,Male,0
51,90000,690245,24,0,780,3,14,0.3196,0.6391,Unemployed,Not Applicable,Home Loan,Tier 2,Company Provided,Major Delay,Single,Female,1
35,90000,592036,60,2000,619,2,13,0.1319,0.5482,Business Owner,Private Indian,Business Loan,Metro,Company Provided,Clean,Single,Female,1
36,90000,1711500,180,0,656,3,0,0.1056,1.5847,Salaried,NGO,Vehicle Loan,Metro,Rented,Minor Delay,Single,Male,1
33,25000,1787627,180,0,666,2,0,0.3973,5.9588,Retired,Public Sector,Vehicle Loan,Tier 2,Owned,Clean,Divorced,Female,0
55,8000,165158,84,10000,626,4,7,1.4958,1.7204,Student,NGO,Business Loan,Tier 2,Rented,Clean,Widowed,Male,0
31,15000,1318165,12,0,693,4,12,5.0,7.3231,Salaried,Startup,Education Loan,Tier 3,Company Provided,Minor Delay,Single,Male,0
41,8000,1294930,180,0,655,3,8,0.8993,13.4889,Self Employed,Public Sector,Business Loan,Metro,Parental,Major Delay,Married,Male,0
31,15000,1852180,48,0,748,2,10,2.5725,10.2899,Self Employed,Public Sector,Business Loan,Metro,Parental,Clean,Divorced,Male,0
50,15000,2862872,24,10000,711,4,21,5.0,15.9048,Business Owner,NGO,Home Loan,Tier 1,Rented,Minor Delay,Divorced,Male,0
55,25000,1370966,12,0,814,0,4,4.5699,4.5699,Student,NGO,Vehicle Loan,Tier 1,Company Provided,Minor Delay,Divorced,Female,0
42,40000,2389003,120,5000,816,1,10,0.6227,4.9771,Student,Private Indian,Education Loan,Metro,Company Provided,Minor Delay,Single,Female,1
58,60000,2206547,24,0,623,4,8,1.5323,3.0646,Self Employed,NGO,Home Loan,Tier 1,Company Provided,Major Delay,Widowed,Male,0
51,15000,1052378,48,10000,673,4,12,2.1283,5.8465,Salaried,NGO,Home Loan,Metro,Parental,Clean,Widowed,Female,0
34,40000,1411020,48,20000,872,0,12,1.2349,2.9396,Salaried,Not Applicable,Education Loan,Metro,Parental,Major Delay,Married,Male,0
44,60000,272143,12,2000,607,4,10,0.4113,0.378,Salaried,Government,Education Loan,Tier 2,Company Provided,Minor Delay,Married,Female,1
52,40000,2933553,24,10000,763,4,15,3.3058,6.1116,Self Employed,Public Sector,Home Loan,Metro,Rented,Major Delay,Widowed,Female,0
56,90000,2948444,12,10000,743,4,14,2.8412,2.73,Student,Private Indian,Business Loan,Tier 1,Owned,Clean,Widowed,Female,1
52,15000,2688453,84,10000,632,2,10,2.8004,14.9358,Salaried,Startup,Education Loan,Metro,Parental,Clean,Widowed,Female,0
35,15000,450623,36,10000,635,4,7,1.5012,2.5035,Self Employed,Not Applicable,Personal Loan,Tier 1,Parental,Major Delay,Divorced,Female,0
63,25000,2647381,12,0,847,1,9,5.0,8.8246,Salaried,Private MNC,Education Loan,Tier 3,Owned,Major Delay,Divorced,Male,0
55,15000,2720519,180,2000,845,2,0,1.1409,15.114,Student,Government,Home Loan,Tier 2,Company Provided,Clean,Widowed,Male,0
23,40000,84111,48,35000,734,2,5,0.9188,0.1752,Student,Not Applicable,Personal Loan,Tier 3,Rented,Minor Delay,Married,Female,0
36,25000,2990134,120,2000,589,3,3,1.0767,9.9671,Retired,NGO,Home Loan,Tier 2,Rented,Clean,Widowed,Male,0
25,25000,2353921,24,35000,800,4,12,5.0,7.8464,Salaried,Private MNC,Vehicle Loan,Tier 2,Company Provided,Clean,Married,Female,0
41,15000,532333,84,5000,588,1,14,0.7558,2.9574,Salaried,Private Indian,Vehicle Loan,Tier 3,Parental,Clean,Divorced,Female,0
30,25000,1589605,84,2000,757,1,11,0.837,5.2987,Salaried,Public Sector,Business Loan,Metro,Company Provided,Clean,Widowed,Male,0
39,40000,2365160,120,5000,570,3,7,0.6177,4.9274,Freelancer,Private Indian,Education Loan,Tier 1,Parental,Clean,Married,Male,0
45,40000,90565,12,10000,700,1,4,0.4387,0.1887,Salaried,Government,Home Loan,Tier 3,Rented,Minor Delay,Widowed,Female,1
24,15000,1329938,12,2000,770,2,12,5.0,7.3885,Student,Government,Personal Loan,Metro,Parental,Major Delay,Divorced,Female,0
49,15000,661204,24,0,473,0,13,1.8367,3.6734,Retired,Startup,Education Loan,Tier 2,Rented,Clean,Divorced,Female,0
39,8000,1178128,24,10000,657,2,7,5.0,12.2722,Salaried,Private Indian,Business Loan,Tier 2,Rented,Clean,Divorced,Male,0
63,8000,1088734,60,35000,712,0,8,5.0,11.341,Salaried,Government,Home Loan,Tier 3,Rented,Minor Delay,Single,Male,0
22,90000,88233,12,5000,672,1,6,0.1373,0.0817,Business Owner,Private Indian,Home Loan,Tier 3,Parental,Clean,Divorced,Male,1
30,8000,1619986,24,0,646,4,10,5.0,16.8749,Salaried,Startup,Vehicle Loan,Tier 2,Company Provided,Clean,Widowed,Male,0
63,60000,334839,84,0,689,0,6,0.0664,0.4651,Salaried,Startup,Business Loan,Tier 2,Rented,Clean,Married,Male,1
45,90000,1057992,36,20000,783,2,7,0.5488,0.9796,Business Owner,Private Indian,Home Loan,Metro,Company Provided,Serious Default,Widowed,Male,0
40,15000,1749304,48,0,809,2,2,2.4296,9.7184,Student,NGO,Vehicle Loan,Metro,Owned,Major Delay,Widowed,Male,0
39,25000,223806,12,5000,756,2,9,0.946,0.746,Student,Government,Vehicle Loan,Tier 3,Owned,Major Delay,Single,Male,0
43,150000,393401,60,0,824,2,16,0.0437,0.2186,Salaried,Not Applicable,Personal Loan,Tier 3,Rented,Clean,Widowed,Male,1
44,60000,2935089,48,0,657,3,9,1.0191,4.0765,Retired,Public Sector,Business Loan,Tier 1,Owned,Minor Delay,Single,Male,0
31,40000,2021443,180,2000,747,1,13,0.3308,4.2113,Self Employed,NGO,Business Loan,Tier 1,Rented,Serious Default,Widowed,Female,0
54,60000,2452910,36,0,618,4,11,1.1356,3.4068,Salaried,Public Sector,Home Loan,Tier 1,Parental,Clean,Single,Male,0
48,60000,294300,12,10000,900,3,7,0.5754,0.4088,Business Owner,NGO,Personal Loan,Tier 1,Parental,Clean,Divorced,Female,1
25,25000,200933,60,2000,708,1,7,0.214,0.6698,Student,Startup,Education Loan,Tier 2,Parental,Minor Delay,Single,Female,1
25,90000,829470,12,2000,764,0,5,0.7902,0.768,Salaried,Government,Home Loan,Tier 1,Company Provided,Clean,Single,Male,1
41,40000,714729,60,2000,559,3,12,0.3478,1.489,Salaried,Startup,Vehicle Loan,Tier 3,Rented,Clean,Widowed,Female,1
32,40000,732031,240,20000,762,3,10,0.5763,1.5251,Business Owner,Not Applicable,Education Loan,Tier 2,Rented,Clean,Divorced,Female,1
24,150000,1196602,60,5000,709,3,13,0.1663,0.6648,Salaried,Startup,Education Loan,Tier 3,Company Provided,Clean,Single,Male,1
62,60000,1174232,24,0,737,3,8,0.8154,1.6309,Unemployed,Startup,Home Loan,Tier 2,Company Provided,Clean,Widowed,Male,0
40,25000,1839695,24,0,701,0,0,3.0662,6.1323,Business Owner,Not Applicable,Personal Loan,Tier 1,Owned,Serious Default,Married,Male,0
58,8000,2506982,240,5000,690,2,4,1.9307,26.1144,Retired,Startup,Business Loan,Tier 3,Owned,Clean,Widowed,Female,0
45,40000,2424785,60,20000,675,3,13,1.5103,5.0516,Salaried,Private Indian,Personal Loan,Metro,Parental,Clean,Widowed,Male,0
34,60000,2206941,180,2000,692,1,7,0.2377,3.0652,Retired,Private Indian,Home Loan,Tier 3,Company Provided,Minor Delay,Married,Male,1
31,40000,1579278,48,0,817,2,13,0.8225,3.2902,Salaried,Government,Business Loan,Metro,Company Provided,Clean,Single,Female,1
52,150000,1874382,24,10000,670,0,15,0.5873,1.0413,Salaried,NGO,Education Loan,Tier 2,Company Provided,Major Delay,Widowed,Male,0
31,90000,2668716,48,5000,880,4,12,0.6733,2.471,Student,Government,Vehicle Loan,Metro,Rented,Minor Delay,Widowed,Female,0
38,25000,2674491,48,5000,704,0,12,2.4287,8.915,Freelancer,Private MNC,Personal Loan,Metro,Owned,Clean,Widowed,Female,0
47,8000,219162,240,0,811,4,0,0.1141,2.2829,Salaried,Public Sector,Business Loan,Tier 1,Company Provided,Clean,Divorced,Male,1
38,40000,1651669,84,0,791,1,6,0.4916,3.441,Salaried,Not Applicable,Personal Loan,Metro,Parental,Clean,Single,Male,1
43,40000,2978141,84,0,574,4,7,0.8864,6.2045,Salaried,Private Indian,Business Loan,Tier 3,Rented,Serious Default,Divorced,Female,0
31,40000,445771,60,0,591,3,12,0.1857,0.9287,Student,Not Applicable,Vehicle Loan,Tier 2,Company Provided,Clean,Single,Female,1
41,40000,2737434,84,35000,645,2,8,1.6897,5.703,Retired,Government,Home Loan,Tier 3,Owned,Clean,Married,Male,0
64,40000,2523301,12,0,576,2,0,5.0,5.2569,Salaried,NGO,Home Loan,Tier 3,Company Provided,Major Delay,Widowed,Female,0
25,25000,2949650,60,5000,666,3,0,2.1664,9.8322,Self Employed,Startup,Business Loan,Tier 2,Owned,Clean,Divorced,Female,0
43,25000,2807233,84,5000,702,2,5,1.5368,9.3574,Salaried,Private Indian,Business Loan,Metro,Owned,Clean,Married,Female,0
61,40000,1962990,180,2000,751,0,21,0.3226,4.0896,Freelancer,Public Sector,Home Loan,Tier 2,Owned,Major Delay,Single,Male,1
45,15000,2939888,48,20000,714,3,9,5.0,16.3327,Salaried,Private Indian,Education Loan,Tier 1,Parental,Clean,Single,Female,0
61,25000,805584,60,5000,700,3,10,0.7371,2.6853,Salaried,NGO,Education Loan,Metro,Parental,Minor Delay,Married,Female,0
30,25000,390907,48,35000,781,2,0,1.7258,1.303,Business Owner,Public Sector,Education Loan,Tier 1,Owned,Minor Delay,Single,Female,0
42,40000,2520319,120,0,771,4,13,0.5251,5.2507,Retired,Private MNC,Vehicle Loan,Tier 2,Rented,Clean,Widowed,Female,1
39,8000,2119530,84,0,852,1,6,3.1541,22.0784,Business Owner,Government,Business Loan,Tier 1,Company Provided,Clean,Single,Male,0
21,60000,692059,48,0,714,4,15,0.2403,0.9612,Student,NGO,Personal Loan,Metro,Rented,Minor Delay,Single,Female,1
27,40000,2222994,84,0,507,0,1,0.6616,4.6312,Student,Public Sector,Personal Loan,Tier 1,Rented,Clean,Married,Female,0
24,40000,2149741,48,2000,734,3,7,1.1697,4.4786,Freelancer,Private MNC,Business Loan,Metro,Company Provided,Minor Delay,Single,Male,0
